iter	Accuracy	Logloss
875	0.728696801	0.5452626043
876	0.7292158158	0.5451563494
877	0.7294517316	0.5450873364
878	0.7292158158	0.5450201668
879	0.7294989148	0.5449401221
880	0.7294989148	0.5448456198
881	0.7293573653	0.5447992634
882	0.729262999	0.5447579137
883	0.7292158158	0.5446404925
884	0.7291214495	0.5445452869
885	0.7294517316	0.5444065902
886	0.7294989148	0.5443286331
887	0.7297348306	0.5442701335
888	0.7298291969	0.544201178
889	0.7298291969	0.5441607725
890	0.7298763801	0.5441124986
891	0.7298763801	0.5440082015
892	0.7299235633	0.5439881476
893	0.7303953949	0.543867138
894	0.7306784939	0.5437592149
895	0.7309144097	0.5437210695
896	0.7308200434	0.5436468447
897	0.7308200434	0.5436402953
898	0.7305369444	0.5435413343
899	0.7305369444	0.5435326398
900	0.7306784939	0.5434358965
901	0.7308200434	0.5433063569
902	0.7310559592	0.5432326859
903	0.7311975087	0.5431479412
904	0.7311503256	0.5431254439
905	0.7313390582	0.5430487103
906	0.7312918751	0.5429631946
907	0.7314806077	0.5429049765
908	0.7316693404	0.5427921206
909	0.7316221572	0.5426771651
910	0.7318108899	0.5425926353
911	0.731858073	0.5424933334
912	0.7319052562	0.5424157642
913	0.7319052562	0.5423694634
914	0.7320468057	0.5423168525
915	0.732141172	0.5422239
916	0.7324714542	0.5421469201
917	0.7326130037	0.542054248
918	0.7326601868	0.5420046538
919	0.73270737	0.5419278252
920	0.7328961027	0.5418826173
921	0.7332263848	0.5418213258
922	0.7330848353	0.5417632401
923	0.7328961027	0.5417087155
924	0.7328961027	0.541705676
925	0.7331320185	0.5416189296
926	0.7334623007	0.5415144388
927	0.7330376522	0.5414369535
928	0.7328961027	0.5413180612
929	0.7328961027	0.5412453483
930	0.7330376522	0.5411539203
931	0.7331792017	0.5410531655
932	0.7331320185	0.5409812542
933	0.7330848353	0.5409343338
934	0.7331792017	0.5408622648
935	0.733273568	0.5408492471
936	0.7333679343	0.540828303
937	0.7335094838	0.5408157394
938	0.733273568	0.5406961684
939	0.7334151175	0.5405104319
940	0.7343115976	0.5403976643
941	0.7343115976	0.5403614165
942	0.7342644145	0.5402737709
943	0.734405964	0.5402230298
944	0.7344531471	0.5401661464
945	0.7346418798	0.5400780102
946	0.7348306124	0.54003252
947	0.7346418798	0.5399459555
948	0.7347834293	0.5398463244
949	0.7348777956	0.5397863428
950	0.7348777956	0.5397517407
951	0.7349249788	0.5396950839
952	0.7350665283	0.5396039256
953	0.7350665283	0.5395637097
954	0.7352080778	0.5395077153
955	0.7352552609	0.5394367446
956	0.7352552609	0.5393135979
957	0.7353024441	0.5393056453
958	0.7352552609	0.5391709757
959	0.7356799094	0.5391136504
960	0.7355855431	0.5390263767
961	0.7356799094	0.5389023867
962	0.7355855431	0.5388687275
963	0.7356799094	0.5388244887
964	0.7357742757	0.5387877804
965	0.7357742757	0.5387282811
966	0.7359158252	0.5386704866
967	0.7358214589	0.5385850723
968	0.7358214589	0.5385521328
969	0.7360573747	0.5384881407
970	0.7361517411	0.5384317045
971	0.7362461074	0.538372901
972	0.7362461074	0.5383330621
973	0.7362461074	0.5382484177
974	0.7365763895	0.5381738087
975	0.7366235727	0.5381515691
976	0.7367651222	0.5380298339
977	0.7369538549	0.537951445
978	0.737001038	0.537901171
979	0.737001038	0.5378442337
980	0.7370482212	0.537810201
981	0.7370482212	0.5377804148
982	0.7371897707	0.5376729342
983	0.7371897707	0.5375928631
984	0.737850335	0.5374669021
985	0.737850335	0.5374306417
986	0.7377087855	0.5373652045
987	0.7379447013	0.5372904854
988	0.7376144192	0.5372244712
989	0.7376616023	0.537200246
990	0.7377087855	0.5371853852
991	0.7381806172	0.5370827735
992	0.7380862508	0.5369948689
993	0.7383221667	0.5369150512
994	0.738416533	0.5368441306
995	0.7383221667	0.5367791742
996	0.738133434	0.5366719989
997	0.738133434	0.5365717982
998	0.7382749835	0.536511155
999	0.7380862508	0.5364970225
1000	0.7382278003	0.5364376759
1001	0.7381806172	0.536373609
1002	0.7382278003	0.5363283567
1003	0.7382278003	0.5362843377
1004	0.7381806172	0.536241638
1005	0.7381806172	0.5361570256
1006	0.7385580825	0.5360510695
1007	0.7385580825	0.5360502928
1008	0.7386052656	0.5360181289
1009	0.738416533	0.5359509979
1010	0.738416533	0.5359453207
1011	0.7386052656	0.5358733143
1012	0.7386052656	0.5358247268
1013	0.7387939983	0.5357124166
1014	0.7391242805	0.5356337686
1015	0.7389355478	0.5355681834
1016	0.7389355478	0.5355327169
1017	0.7390770973	0.5354185699
1018	0.7390770973	0.5353702482
1019	0.7390770973	0.5352852519
1020	0.7391714636	0.5352382782
1021	0.7393130131	0.5351520369
1022	0.7394545626	0.5350715392
1023	0.7393601963	0.5349976939
1024	0.7394545626	0.5349789146
1025	0.73926583	0.5349293257
1026	0.7394545626	0.5348373909
1027	0.7394545626	0.5347532094
1028	0.7396432953	0.5346403684
1029	0.7396904784	0.5345848339
1030	0.7397376616	0.5345417176
1031	0.7398320279	0.5344927252
1032	0.7398320279	0.5343745525
1033	0.7398792111	0.5342819907
1034	0.7398320279	0.5342087157
1035	0.7399263943	0.5341760919
1036	0.7398792111	0.5341445901
1037	0.7401623101	0.5340457361
1038	0.7402094933	0.5340100867
1039	0.7405869586	0.5339457293
1040	0.7405397754	0.5339082571
1041	0.7406813249	0.533860991
1042	0.7407756912	0.5337879584
1043	0.7407285081	0.5337289136
1044	0.7406341417	0.5336623881
1045	0.7404454091	0.533583435
1046	0.7407285081	0.5335234053
1047	0.7409172407	0.5334516157
1048	0.7412003397	0.5333518397
1049	0.7410587902	0.5333161844
1050	0.7410587902	0.5332523724
1051	0.7410116071	0.5332456512
1052	0.7412003397	0.5332033417
1053	0.7413418892	0.5331132275
1054	0.7414362555	0.5329621993
1055	0.7414362555	0.5329300768
1056	0.7417665377	0.5328507716
1057	0.7419552704	0.5327950304
1058	0.742144003	0.5327090892
1059	0.7420968199	0.5326925385
1060	0.7422855525	0.5326809154
1061	0.7420968199	0.5326257306
1062	0.7422383693	0.5325514646
1063	0.742427102	0.532502326
1064	0.742427102	0.5324427066
1065	0.7420968199	0.5323607989
1066	0.7420496367	0.5323145945
1067	0.742427102	0.532249824
1068	0.7422383693	0.5321644661
1069	0.7423327357	0.5320753549
1070	0.742427102	0.5319871989
1071	0.742427102	0.531969952
1072	0.7424742852	0.5318673593
1073	0.7423799188	0.5318588373
1074	0.7425686515	0.5317767544
1075	0.7425686515	0.5317743175
1076	0.7425686515	0.5317133535
1077	0.7424742852	0.5316809132
1078	0.7425214683	0.5316639524
1079	0.742710201	0.5315604742
1080	0.7428045673	0.5314842926
1081	0.7428517505	0.5314297169
1082	0.7428989337	0.5313196479
1083	0.7428989337	0.5313186334
1084	0.7428517505	0.5312014519
1085	0.7429461168	0.5311204641
1086	0.7430876663	0.5310978307
1087	0.7431820327	0.5310162537
1088	0.7431820327	0.5310126792
1089	0.743276399	0.5309388203
1090	0.7433235821	0.5309060958
1091	0.7437482306	0.5307738329
1092	0.7437482306	0.5307693101
1093	0.743842597	0.5306745376
1094	0.743842597	0.5305900213
1095	0.7437482306	0.5305197723
1096	0.7439841465	0.5304301494
1097	0.7437010475	0.5303439723
1098	0.7437954138	0.5303220265
1099	0.7439369633	0.5302122426
1100	0.7440785128	0.5301582408
1101	0.7440785128	0.5301446849
1102	0.7443616118	0.5300489041
1103	0.7439841465	0.5299896397
1104	0.7440313296	0.5299097872
1105	0.7441728791	0.529862723
1106	0.7440785128	0.5297447409
1107	0.743842597	0.5296352208
1108	0.7439369633	0.5295759555
1109	0.7440313296	0.5295130534
1110	0.743842597	0.5294444481
1111	0.7437010475	0.5293861544
1112	0.744125696	0.5293252536
1113	0.744125696	0.5293229712
1114	0.744125696	0.5292087316
1115	0.744125696	0.5291260314
1116	0.7442672454	0.5290231565
1117	0.7442672454	0.5289773502
1118	0.7443616118	0.5289430235
1119	0.7444087949	0.5289040656
1120	0.7447390771	0.5288445005
1121	0.7448334434	0.5287546007
1122	0.7449749929	0.5286364056
1123	0.7450693593	0.5285947671
1124	0.7448806266	0.5285374451
1125	0.7449749929	0.528437924
1126	0.7450693593	0.5284236847
1127	0.7450221761	0.528337596
1128	0.7449749929	0.5282974611
1129	0.7453052751	0.5282279095
1130	0.7452580919	0.5281944581
1131	0.7454468246	0.5281018924
1132	0.7453524582	0.5280675911
1133	0.7453524582	0.5280232356
1134	0.7452580919	0.5279168612
1135	0.7454468246	0.5278915796
1136	0.7453052751	0.5278384491
1137	0.7456827404	0.5277719937
1138	0.7456827404	0.5277381345
1139	0.7458242899	0.5276779591
1140	0.7456827404	0.5275797724
1141	0.7454940077	0.527478905
1142	0.7456355572	0.5274530043
1143	0.7455883741	0.527422309
1144	0.7456827404	0.5274062965
1145	0.7456355572	0.5273598904
1146	0.7457299236	0.5273534423
1147	0.7455883741	0.5272816843
1148	0.7459658394	0.5271342954
1149	0.7459658394	0.5271256236
1150	0.7460130226	0.5270637482
1151	0.7462017552	0.5270024996
1152	0.7462017552	0.5269456219
1153	0.7465320374	0.5268519808
1154	0.7466735869	0.5267711034
1155	0.7466264037	0.5267660268
1156	0.7462961215	0.5267109773
1157	0.7463904879	0.5266400548
1158	0.7463904879	0.5265978419
1159	0.7464848542	0.5265237673
1160	0.7466264037	0.5264563406
1161	0.74672077	0.5264082014
1162	0.7467679532	0.5263549032
1163	0.7466264037	0.5262601347
1164	0.7463904879	0.5261837676
1165	0.74672077	0.5260998619
1166	0.7466735869	0.5260448058
1167	0.7471454185	0.5259430058
1168	0.7472397848	0.5259216729
1169	0.7472397848	0.5259010577
1170	0.7470510522	0.5258467636
1171	0.7468623195	0.5257863127
1172	0.7470510522	0.5257196602
1173	0.747003869	0.5256642419
1174	0.7470982353	0.5256068668
1175	0.747286968	0.5255166727
1176	0.7473813343	0.5254253746
1177	0.7474285175	0.5254024583
1178	0.7475228838	0.5253547737
1179	0.7476644333	0.5253051523
1180	0.7477587997	0.525250514
1181	0.7480418987	0.5251833067
1182	0.748136265	0.5251613605
1183	0.748136265	0.5251574004
1184	0.7483249976	0.5250843204
1185	0.7484665471	0.5250173097
1186	0.7482306313	0.5249567823
1187	0.7482778145	0.5248611238
1188	0.7481834481	0.5248105253
1189	0.7482306313	0.5247861347
1190	0.7481834481	0.5247541719
1191	0.748136265	0.5246698745
1192	0.7482778145	0.524621517
1193	0.748136265	0.5245749942
1194	0.7482778145	0.524481803
1195	0.7481834481	0.5244462156
1196	0.7485609135	0.5243726891
1197	0.7486552798	0.5243352089
1198	0.7485609135	0.5242512985
1199	0.748702463	0.5242048242
1200	0.7485609135	0.5241597874
1201	0.7488440125	0.5240297287
1202	0.7487496461	0.5239988944
1203	0.7487496461	0.5239729321
1204	0.7488911956	0.52387047
1205	0.7492214778	0.5238136456
1206	0.7491742946	0.523733263
1207	0.7491271114	0.5236545453
1208	0.7491742946	0.5236139839
1209	0.7492686609	0.5235485156
1210	0.7492686609	0.5234892848
1211	0.7491271114	0.5234349127
1212	0.7492686609	0.5233700964
1213	0.7493630273	0.5232832847
1214	0.7494573936	0.5232276247
1215	0.7497404926	0.5231810494
1216	0.7498820421	0.523095105
1217	0.7497404926	0.5230214531
1218	0.7497876758	0.5229681797
1219	0.7498348589	0.5228949776
1220	0.7498820421	0.522853442
1221	0.7500235916	0.5227631692
1222	0.7501651411	0.5226793304
1223	0.7503538737	0.5225766525
1224	0.7502595074	0.5225281574
1225	0.7501651411	0.5225105837
1226	0.7502123242	0.5224450589
1227	0.7503538737	0.5223864343
1228	0.7505897896	0.5223280293
1229	0.7506841559	0.5222738521
1230	0.7506841559	0.5221740282
1231	0.7508257054	0.5221376051
1232	0.7508728886	0.522055685
1233	0.7510616212	0.5219936621
1234	0.7510616212	0.5219366842
1235	0.7505897896	0.5218572306
1236	0.7507313391	0.5218050523
1237	0.7505897896	0.521755235
1238	0.7509672549	0.5215977862
1239	0.7512503539	0.5215147315
1240	0.7514390865	0.5214829973
1241	0.7513447202	0.5214230366
1242	0.751580636	0.5213396884
1243	0.7513447202	0.5211822175
1244	0.7514390865	0.5211461233
1245	0.751580636	0.5210895439
1246	0.7516750024	0.5210402801
1247	0.7515334529	0.5210207028
1248	0.7514390865	0.5209428993
1249	0.7513447202	0.5208713217
1250	0.7515334529	0.5208346041
1251	0.7514862697	0.5207930282
1252	0.751863735	0.5207567195
1253	0.7518165519	0.52069799
1254	0.7517221855	0.5206286595
1255	0.7518165519	0.520560878
1256	0.7517221855	0.5205021022
1257	0.7516750024	0.5204450991
1258	0.7517221855	0.5203389032
1259	0.7517221855	0.5203344649
1260	0.7517693687	0.5202185627
1261	0.751863735	0.5201826423
1262	0.751863735	0.5201787662
1263	0.7518165519	0.5200739658
1264	0.7520996508	0.5200160332
1265	0.7520996508	0.5199331225
1266	0.7520052845	0.519923838
1267	0.752146834	0.519864983
1268	0.7520996508	0.5197740993
1269	0.7523355667	0.5197011637
1270	0.7523827498	0.5196023376
1271	0.7526186657	0.5195531847
1272	0.7531848636	0.5194487558
1273	0.7531848636	0.5193881367
1274	0.753562329	0.5192823473
1275	0.7535151458	0.5191654091
1276	0.7536566953	0.5191217048
1277	0.753845428	0.5190182511
1278	0.7539869774	0.5189626235
1279	0.7540813438	0.5188762723
1280	0.7539397943	0.5187796894
1281	0.7541285269	0.5186934144
1282	0.7545531754	0.5185900215
1283	0.7547890913	0.5185271015
1284	0.7548834576	0.5184639887
1285	0.7548834576	0.518451729
1286	0.7547419081	0.5184173588
1287	0.7546003586	0.5183609598
1288	0.7550250071	0.5182605029
1289	0.7552137397	0.5182033549
1290	0.7552137397	0.5181444259
1291	0.7553081061	0.5180971608
1292	0.7553081061	0.5180510272
1293	0.7554496556	0.5179466472
1294	0.7554024724	0.5179124885
1295	0.7555440219	0.5178074472
1296	0.7553552892	0.5177092459
1297	0.7555912051	0.5175962838
1298	0.7555440219	0.5175446891
1299	0.7554968387	0.5174879213
1300	0.7556855714	0.5173988408
1301	0.7556855714	0.5173483055
1302	0.7556855714	0.5172636425
1303	0.755874304	0.517233128
1304	0.7558271209	0.517184484
1305	0.7557799377	0.5171279937
1306	0.7556855714	0.517048128
1307	0.7556383882	0.5170056887
1308	0.7558271209	0.5168929797
1309	0.755874304	0.516856778
1310	0.7558271209	0.5168171795
1311	0.7557799377	0.5167736694
1312	0.7561102199	0.5167453022
1313	0.7563933189	0.5166819035
1314	0.7564876852	0.5166449243
1315	0.756157403	0.516578346
1316	0.7562045862	0.5165252672
1317	0.756157403	0.5164977957
1318	0.7562989525	0.5164025991
1319	0.756440502	0.5163091014
1320	0.7565820515	0.516196384
1321	0.7566292347	0.5161311962
1322	0.7567707842	0.5160848437
1323	0.7566764179	0.5160211711
1324	0.7568179673	0.5159972041
1325	0.7566764179	0.5159488504
1326	0.756723601	0.5159147674
1327	0.7571010663	0.5158222592
1328	0.7569595168	0.515782034
1329	0.7571482495	0.5156914104
1330	0.7571010663	0.5156048386
1331	0.757289799	0.5155348598
1332	0.7571482495	0.5155014186
1333	0.7571482495	0.5154757509
1334	0.7574785317	0.5153789106
1335	0.7578088138	0.5152911808
1336	0.7578088138	0.5152844101
1337	0.757855997	0.5152675442
1338	0.7577144475	0.5152070767
1339	0.7579503633	0.515121434
1340	0.7581862791	0.5150412902
1341	0.7580919128	0.5149727829
1342	0.7582806455	0.5148818181
1343	0.7583750118	0.5148067703
1344	0.7583278286	0.5147731107
1345	0.7583278286	0.5147714016
1346	0.7586109276	0.5147356101
1347	0.7589883929	0.5146775924
1348	0.7587524771	0.5146226303
1349	0.7587524771	0.5146093965
1350	0.7590827593	0.5145681573
1351	0.7590355761	0.5145364018
1352	0.7589883929	0.514481775
1353	0.7590355761	0.5144719707
1354	0.7591771256	0.5144402853
1355	0.7591299424	0.5144119784
1356	0.7590827593	0.5142992422
1357	0.7590827593	0.5142783289
1358	0.7590827593	0.5142606894
1359	0.7589412098	0.514207385
1360	0.7590827593	0.5141680229
1361	0.7591299424	0.5140770125
1362	0.7590827593	0.5140343164
1363	0.7596961404	0.5139352479
1364	0.7596489573	0.5138792462
1365	0.7596961404	0.5138628041
1366	0.7597905067	0.5138313728
1367	0.7597433236	0.5137539901
1368	0.7598376899	0.5136976657
1369	0.7597905067	0.5136363937
1370	0.7596961404	0.5135633781
1371	0.7596017741	0.5135148604
1372	0.7596489573	0.5135023864
1373	0.7596961404	0.5134359265
1374	0.7600264226	0.5133159331
1375	0.7598848731	0.5132577579
1376	0.7598376899	0.5132399393
1377	0.7598376899	0.5131165741
1378	0.7600736057	0.5130181933
1379	0.7601679721	0.5129740227
1380	0.7599320562	0.5128447548
1381	0.7602151552	0.5127806272
1382	0.7603567047	0.5126593701
1383	0.7603567047	0.5125723179
1384	0.7604510711	0.512496704
1385	0.7605926206	0.5124644653
1386	0.7609229027	0.5124001031
1387	0.7609229027	0.5123518711
1388	0.7609700859	0.5122982933
1389	0.7607813532	0.5122048693
1390	0.7607813532	0.5121379606
1391	0.76073417	0.5121339156
1392	0.7607813532	0.5121098741
1393	0.7608757195	0.5120295413
1394	0.7609700859	0.511957822
1395	0.7611116354	0.5118993752
1396	0.7612060017	0.5118515107
1397	0.7611116354	0.5117889728
1398	0.7610644522	0.5116901927
1399	0.7613475512	0.5115794196
1400	0.7613475512	0.5115297957
1401	0.7616778333	0.5114652115
1402	0.7617721997	0.5114335692
1403	0.7618193828	0.5114168826
1404	0.7617721997	0.5113808313
1405	0.7619609323	0.5113307764
1406	0.7619609323	0.5112991672
1407	0.7622440313	0.5112164514
1408	0.7621024818	0.5111051188
1409	0.7620552987	0.511051463
1410	0.7623855808	0.5109918643
1411	0.7623383977	0.5109259248
1412	0.7623383977	0.5108897872
1413	0.7623383977	0.5108254531
1414	0.7626214966	0.5107820268
1415	0.7629045956	0.5106662665
1416	0.7628574125	0.5105645415
1417	0.7628574125	0.5105355986
1418	0.7626686798	0.5104894563
1419	0.762715863	0.5104298914
1420	0.7629045956	0.5103705395
1421	0.762998962	0.5103421758
1422	0.7633764273	0.5102364321
1423	0.7633764273	0.5101513474
1424	0.7633764273	0.5101198549
1425	0.7633764273	0.5100548748
1426	0.7633292441	0.5099824644
1427	0.76356516	0.5098940837
1428	0.7636123431	0.5097990394
1429	0.76356516	0.5097565767
1430	0.7635179768	0.509658388
1431	0.7635179768	0.5096291612
1432	0.7634236105	0.5095932223
1433	0.7638010758	0.5095054657
1434	0.7638482589	0.5094640503
1435	0.7638010758	0.509419789
1436	0.7638954421	0.509346815
1437	0.7642257243	0.5092331808
1438	0.7645560064	0.5091515395
1439	0.7648862886	0.5090641141
1440	0.7648862886	0.5089990512
1441	0.7648391054	0.5089672459
1442	0.7648391054	0.5089005131
1443	0.7649334717	0.5088480888
1444	0.7651693876	0.508795365
1445	0.7650750212	0.5086906936
1446	0.7652165707	0.5086491268
1447	0.7654524866	0.508585847
1448	0.7654996697	0.5084844724
1449	0.7654524866	0.5084214389
1450	0.7654996697	0.5084080628
1451	0.7654996697	0.5083758026
1452	0.7654996697	0.5083276562
1453	0.7652637539	0.5082690049
1454	0.7653109371	0.50823231
1455	0.7652165707	0.5081662114
1456	0.7654053034	0.5080801089
1457	0.7654053034	0.5080075972
1458	0.7654524866	0.5079406435
1459	0.7655468529	0.5078867462
1460	0.7661130509	0.5078356314
1461	0.766160234	0.5077726288
1462	0.7661130509	0.507699608
1463	0.7660658677	0.507619079
1464	0.7660658677	0.5075693238
1465	0.766160234	0.5074999699
1466	0.7660186845	0.5074326376
1467	0.7662546004	0.5073973809
1468	0.766160234	0.5073628462
1469	0.766443333	0.5072649467
1470	0.7663961499	0.5071955498
1471	0.7664905162	0.507136468
1472	0.7663489667	0.5070173202
1473	0.7663489667	0.5070105848
1474	0.7665376993	0.5069613121
1475	0.7665376993	0.5069428524
1476	0.7665848825	0.5069181129
1477	0.7668679815	0.5068158749
1478	0.7671982637	0.5067635026
1479	0.7673398132	0.5066689548
1480	0.7673869963	0.5066027092
1481	0.7674813626	0.5065570602
1482	0.7674813626	0.5065102378
1483	0.7673398132	0.5064460065
1484	0.7673398132	0.5063771234
1485	0.7673398132	0.5063467347
1486	0.76729263	0.506298949
1487	0.7673398132	0.5062708763
1488	0.7674341795	0.5061981519
1489	0.7677644616	0.5061331412
1490	0.7678116448	0.5060986004
1491	0.7680475606	0.506057081
1492	0.7680003775	0.5060005672
1493	0.7680003775	0.5059010774
1494	0.7680003775	0.5058807506
1495	0.7679531943	0.5058628211
1496	0.7680947438	0.5058196787
1497	0.7680475606	0.5057692612
1498	0.7680475606	0.5057553774
1499	0.7680947438	0.5056684102
1500	0.7680475606	0.5056049441
1501	0.7680475606	0.5055157562
1502	0.7680475606	0.5054321912
1503	0.7683306596	0.5053317066
1504	0.7682362933	0.5053285231
1505	0.7680947438	0.5052527314
1506	0.7683306596	0.5051489925
1507	0.7683306596	0.5051194078
1508	0.7682362933	0.5050277118
1509	0.7682362933	0.5049739779
1510	0.7683306596	0.5049112885
1511	0.7685193923	0.5048894239
1512	0.7689912239	0.5047894077
1513	0.7688024913	0.5047036557
1514	0.7692271398	0.5046408525
1515	0.7692271398	0.5045916524
1516	0.7692743229	0.5045260583
1517	0.7691327734	0.5044642709
1518	0.7693686893	0.5044264809
1519	0.7690855903	0.5043920409
1520	0.7690384071	0.5043276712
1521	0.7691799566	0.5042893889
1522	0.7692271398	0.5042167402
1523	0.7691799566	0.5041754802
1524	0.7691799566	0.5041409295
1525	0.7693686893	0.5041305757
1526	0.7692743229	0.5041165977
1527	0.7692743229	0.5040731598
1528	0.7691799566	0.5040143764
1529	0.7691799566	0.5039635469
1530	0.7693215061	0.5038845954
1531	0.7693215061	0.50384659
1532	0.7695574219	0.5038018565
1533	0.7696989714	0.5037351057
1534	0.7699348872	0.5036615246
1535	0.7699820704	0.5036224672
1536	0.7700292536	0.5036150041
1537	0.7698877041	0.5035635827
1538	0.7697461546	0.503504389
1539	0.7699820704	0.5034193969
1540	0.7700764367	0.5033964615
1541	0.7703123526	0.5033243634
1542	0.7702651694	0.5032617219
1543	0.7703595357	0.5031806896
1544	0.7701236199	0.5031297639
1545	0.7703595357	0.5030480975
1546	0.7701708031	0.5029815407
1547	0.7702651694	0.5029135319
1548	0.7703123526	0.5028756537
1549	0.7702651694	0.5028645319
1550	0.7702651694	0.5027820521
1551	0.7701236199	0.5027212201
1552	0.7701708031	0.5026827845
1553	0.7703123526	0.5026289933
1554	0.7706426347	0.5025460625
1555	0.7705482684	0.502496144
1556	0.7707841842	0.5024286028
1557	0.7706898179	0.5023947826
1558	0.7706898179	0.5023480202
1559	0.7709729169	0.5022752385
1560	0.7710672832	0.5022189671
1561	0.7711616495	0.5021481048
1562	0.7712560159	0.5021301548
1563	0.7712088327	0.5020247239
1564	0.7712088327	0.5019749712
1565	0.7712088327	0.5019176291
1566	0.7713503822	0.5018854864
1567	0.7712560159	0.5018294093
1568	0.7715391148	0.5017992803
1569	0.7713503822	0.5017833969
1570	0.7715391148	0.5017131637
1571	0.7715391148	0.5016824312
1572	0.7713503822	0.5015667426
1573	0.7714919317	0.501493422
1574	0.7716806643	0.5014592975
1575	0.7715391148	0.5014246485
1576	0.7717278475	0.5013843153
1577	0.7714919317	0.5013398972
1578	0.7715391148	0.5013193115
1579	0.7718222138	0.5012383095
1580	0.7716334812	0.5011383728
1581	0.7716806643	0.501091822
1582	0.7716334812	0.5010540019
1583	0.7719165802	0.500973791
1584	0.7719165802	0.5009720679
1585	0.7721053128	0.5008945693
1586	0.7722468623	0.5008152401
1587	0.7722940455	0.5007324075
1588	0.7723412286	0.5006878103
1589	0.7726715108	0.5006094226
1590	0.7726243276	0.5005492678
1591	0.7723884118	0.5004938069
1592	0.7721053128	0.5004259576
1593	0.7721996792	0.5003993803
1594	0.7723884118	0.5002965519
1595	0.772435595	0.500199028
1596	0.772718694	0.5001467534
1597	0.7728602435	0.5000601054
1598	0.7730489761	0.4999275811
1599	0.7730961593	0.4998952543
1600	0.7731433425	0.4998284701
1601	0.7732377088	0.4997792845
1602	0.7730489761	0.4997082599
1603	0.7730961593	0.4996683173
1604	0.7731433425	0.4995537492
1605	0.7730961593	0.4995071261
1606	0.7731433425	0.4994518653
1607	0.7732377088	0.4994158677
1608	0.7731905256	0.4993603411
1609	0.7735679909	0.499230238
1610	0.7736151741	0.4991841504
1611	0.7738982731	0.4990885618
1612	0.7737095404	0.4990090157
1613	0.7739454563	0.4989356443
1614	0.7740398226	0.4988803686
1615	0.7741341889	0.4988420534
1616	0.7742757384	0.4987387217
1617	0.7743701047	0.4987038147
1618	0.7742757384	0.4986227408
1619	0.7744644711	0.498521935
1620	0.7749363027	0.4984514017
1621	0.7750306691	0.498387427
1622	0.7750306691	0.4983550813
1623	0.7752194017	0.4983112741
1624	0.7751250354	0.4982368933
1625	0.7752194017	0.498145602
1626	0.7752665849	0.4981025104
1627	0.7752665849	0.4980868971
1628	0.7752665849	0.4980547092
1629	0.7754081344	0.4979722073
1630	0.7754081344	0.4979320117
1631	0.7754553175	0.4978583715
1632	0.7755025007	0.4978148508
1633	0.7755496839	0.497741316
1634	0.7757384165	0.4976719521
1635	0.7758327829	0.4975909295
1636	0.7759271492	0.497523032
1637	0.7757855997	0.4974663904
1638	0.7756440502	0.4973865304
1639	0.7755496839	0.4973334891
1640	0.7756440502	0.4972456102
1641	0.7757384165	0.4972294828
1642	0.7760215155	0.4971302986
1643	0.7759271492	0.4970604944
1644	0.7760215155	0.4970405438
1645	0.7761158819	0.4969819736
1646	0.7762574313	0.4969432382
1647	0.776163065	0.496892106
1648	0.7763046145	0.4968326981
1649	0.776446164	0.496794582
1650	0.7763989808	0.496733509
1651	0.7763517977	0.4967118231
1652	0.7762102482	0.4966573119
1653	0.776729263	0.4965446139
1654	0.7765877135	0.4964881896
1655	0.7766348967	0.4963985339
1656	0.7765405303	0.496342758
1657	0.7766820798	0.4962676265
1658	0.776729263	0.4962336832
1659	0.7764933472	0.4961736766
1660	0.7765405303	0.4961626201
1661	0.776729263	0.4961065869
1662	0.776729263	0.4960766972
1663	0.7769179957	0.4960201904
1664	0.7767764462	0.495990297
1665	0.7768236293	0.4959151555
1666	0.7768708125	0.4958845866
1667	0.7772010946	0.4958101402
1668	0.7770595452	0.4957616058
1669	0.7770595452	0.4956654362
1670	0.7770595452	0.4955965419
1671	0.7771067283	0.4955724843
1672	0.7771539115	0.4955486829
1673	0.7771067283	0.4955091911
1674	0.7771539115	0.4954850668
1675	0.7771539115	0.4954492318
1676	0.7772010946	0.4953783877
1677	0.7772010946	0.4953671564
1678	0.777295461	0.4953563066
1679	0.7771067283	0.4953103366
1680	0.7771067283	0.4952902642
1681	0.7770595452	0.4952445261
1682	0.7770595452	0.4951535298
1683	0.7771539115	0.4951147885
1684	0.7771539115	0.4950985348
1685	0.7771067283	0.4950271122
1686	0.77757856	0.4949622507
1687	0.77757856	0.4949132851
1688	0.77757856	0.4948788878
1689	0.77757856	0.4948577198
1690	0.7776729263	0.4947857316
1691	0.7779560253	0.4947441989
1692	0.7780975748	0.4946421594
1693	0.7781919411	0.4945979648
1694	0.7780975748	0.4945595385
1695	0.778144758	0.4945233401
1696	0.7780032085	0.4944489225
1697	0.778144758	0.4944032187
1698	0.7782863074	0.4943550393
1699	0.7783334906	0.4943026711
1700	0.7785694064	0.4942401382
1701	0.7786165896	0.4942047019
1702	0.7785694064	0.4941751239
1703	0.7783806738	0.4940995137
1704	0.7783334906	0.4940919537
1705	0.7782391243	0.4940579424
1706	0.7785222233	0.4939813529
1707	0.7783806738	0.4938944402
1708	0.7785222233	0.4938473498
1709	0.7785222233	0.4937651489
1710	0.7786637728	0.4937336169
1711	0.7787581391	0.4936449213
1712	0.7788053223	0.4935767535
1713	0.7787581391	0.4935392852
