iter	Accuracy	Logloss
1714	0.7787109559	0.4934969345
1715	0.7788053223	0.4933906057
1716	0.7788053223	0.4933148347
1717	0.7788053223	0.4932771817
1718	0.7787109559	0.4932504868
1719	0.7787109559	0.4931773518
1720	0.7789468718	0.4930919687
1721	0.7791827876	0.4930180158
1722	0.7796546192	0.4929403399
1723	0.7797489856	0.4929065185
1724	0.7798905351	0.4928127819
1725	0.7798905351	0.4928077405
1726	0.7797961687	0.4927553235
1727	0.7799377182	0.4926556103
1728	0.7799377182	0.4926209022
1729	0.7799377182	0.4925787057
1730	0.7799377182	0.4925438397
1731	0.780173634	0.4924597891
1732	0.7800792677	0.4924174415
1733	0.780173634	0.4923826329
1734	0.7802680004	0.4923036813
1735	0.7803151835	0.4921985908
1736	0.7805039162	0.4921415215
1737	0.7805039162	0.4921007006
1738	0.7805982825	0.4920651767
1739	0.7805039162	0.4920220945
1740	0.780739832	0.4919239757
1741	0.7805510994	0.4918705715
1742	0.7805510994	0.4918033383
1743	0.7806926489	0.4917494883
1744	0.7805039162	0.4916906752
1745	0.7806926489	0.4916467923
1746	0.7808813815	0.4916108436
1747	0.7809757479	0.4915516351
1748	0.7812116637	0.4914619415
1749	0.7809757479	0.4914279684
1750	0.7817306785	0.4913480265
1751	0.7817778617	0.4912644162
1752	0.781589129	0.4912250615
1753	0.7816834953	0.4911890266
1754	0.7817306785	0.4910973352
1755	0.7818250448	0.4910541533
1756	0.7819194112	0.4909498975
1757	0.781872228	0.4909003684
1758	0.7820609606	0.490802715
1759	0.7821081438	0.4907760446
1760	0.7820137775	0.4906920711
1761	0.7820137775	0.4906025005
1762	0.7820137775	0.4905960361
1763	0.782155327	0.4905496425
1764	0.7822496933	0.4905053698
1765	0.7823440596	0.4904204848
1766	0.7823912428	0.4903984087
1767	0.782438426	0.4903369337
1768	0.782721525	0.4902794872
1769	0.7828158913	0.4902540838
1770	0.783004624	0.4901284479
1771	0.783004624	0.4900806167
1772	0.7830518071	0.4900411939
1773	0.7830989903	0.4899975272
1774	0.783004624	0.4899643388
1775	0.783004624	0.48995208
1776	0.7830989903	0.4898314388
1777	0.7830989903	0.4897718203
1778	0.7830989903	0.4897307645
1779	0.7831461734	0.4896771669
1780	0.7830518071	0.4896589444
1781	0.7829102576	0.4895729688
1782	0.7828630745	0.4895576261
1783	0.7827687081	0.4895168958
1784	0.7827687081	0.4894445579
1785	0.782721525	0.4894085119
1786	0.7828158913	0.4893709124
1787	0.7829574408	0.4893300045
1788	0.7830518071	0.4892663056
1789	0.7832877229	0.4892102135
1790	0.7833820893	0.4891364263
1791	0.7833820893	0.4890488762
1792	0.7836180051	0.4889724437
1793	0.7836651883	0.4889671182
1794	0.7836651883	0.4889018253
1795	0.7838539209	0.4887954512
1796	0.7837595546	0.4887462843
1797	0.7837595546	0.4886982997
1798	0.7838067378	0.4886738449
1799	0.7838539209	0.4886184108
1800	0.7841370199	0.4885615523
1801	0.7840898367	0.4885265054
1802	0.7840426536	0.4884709524
1803	0.7840898367	0.488455693
1804	0.7840898367	0.4883921953
1805	0.7842313862	0.4882671997
1806	0.7841370199	0.4882021719
1807	0.7843729357	0.4881204655
1808	0.7844201189	0.4880620976
1809	0.7845616684	0.4880286177
1810	0.7848919506	0.4879142818
1811	0.7849391337	0.4878664539
1812	0.7850806832	0.4878140171
1813	0.7850806832	0.4877831939
1814	0.7852222327	0.4876701837
1815	0.7849863169	0.4876304221
1816	0.7851750495	0.4875374254
1817	0.7853637822	0.4874553266
1818	0.7852694159	0.4873898376
1819	0.7851278664	0.4873453376
1820	0.7850806832	0.4873118833
1821	0.7852694159	0.4872761595
1822	0.7854109654	0.4872429244
1823	0.7853637822	0.4871834034
1824	0.7855053317	0.4871306972
1825	0.7854581485	0.4870754128
1826	0.7853637822	0.487006163
1827	0.7854109654	0.4869322583
1828	0.7855525149	0.4868589814
1829	0.7855053317	0.4868466383
1830	0.7854581485	0.4867686501
1831	0.7854109654	0.4867338683
1832	0.7851750495	0.4867009978
1833	0.7850335	0.4866705867
1834	0.7854109654	0.4866246833
1835	0.7857884307	0.4865521044
1836	0.7858356139	0.4865490032
1837	0.7857884307	0.4864909814
1838	0.7859299802	0.4864418573
1839	0.7861187128	0.4863987266
1840	0.7861187128	0.4863346876
1841	0.7864018118	0.4862504595
1842	0.786165896	0.4861739902
1843	0.7862602623	0.4861321335
1844	0.7863074455	0.4860251979
1845	0.7862602623	0.4859718161
1846	0.7862130792	0.485892513
1847	0.7864018118	0.4858600628
1848	0.7864018118	0.4858121441
1849	0.7864018118	0.4857722757
1850	0.7865905445	0.4856833337
1851	0.7866377277	0.485644474
1852	0.7865905445	0.4856301874
1853	0.7867792772	0.4855791437
1854	0.7869208266	0.4855174614
1855	0.786732094	0.4854781302
1856	0.7866849108	0.4854537151
1857	0.7866377277	0.4854057672
1858	0.7866849108	0.4853124157
1859	0.7865433613	0.4852648454
1860	0.7866377277	0.4852171994
1861	0.7867792772	0.4851743704
1862	0.786732094	0.4850693668
1863	0.7868264603	0.4850390571
1864	0.7867792772	0.4849844476
1865	0.7869680098	0.4849525404
1866	0.7868736435	0.4849337353
1867	0.7869208266	0.4848757868
1868	0.787015193	0.4848546467
1869	0.7870623761	0.484804261
1870	0.7871095593	0.4847607821
1871	0.7873454751	0.4846749032
1872	0.7873926583	0.4846306204
1873	0.7872511088	0.4845600205
1874	0.7873454751	0.4845467453
1875	0.787298292	0.4845235204
1876	0.7873454751	0.4844247226
1877	0.7872039256	0.484385092
1878	0.7872039256	0.4843451899
1879	0.7872511088	0.4843177583
1880	0.7874870246	0.4842513502
1881	0.7876757573	0.4841728612
1882	0.7875342078	0.4840852897
1883	0.7877229405	0.4840555211
1884	0.7877701236	0.4840235382
1885	0.7878644899	0.4839759382
1886	0.7879588563	0.4839200257
1887	0.7881004058	0.4838942636
1888	0.7882891384	0.4838338435
1889	0.7885722374	0.4837666386
1890	0.7884306879	0.4837187388
1891	0.7886194206	0.4836660351
1892	0.7886666038	0.4836238425
1893	0.7889025196	0.4835560157
1894	0.7889968859	0.4835293869
1895	0.7888553364	0.4834824696
1896	0.7888553364	0.4834458375
1897	0.7888553364	0.4833635233
1898	0.7886194206	0.4832984292
1899	0.7885250543	0.4832616067
1900	0.7885250543	0.4832197991
1901	0.7884306879	0.4831890037
1902	0.7883835048	0.4831462682
1903	0.7883835048	0.4831336152
1904	0.7884306879	0.4830961202
1905	0.7887137869	0.4830106755
1906	0.7888553364	0.4829416367
1907	0.7887609701	0.4828992083
1908	0.7886666038	0.4828383684
1909	0.7886194206	0.4827716765
1910	0.7886194206	0.4827241238
1911	0.7887137869	0.4826608866
1912	0.7889968859	0.482630513
1913	0.7889497027	0.4825850767
1914	0.7889497027	0.4825640502
1915	0.7892328017	0.4825032188
1916	0.7892328017	0.4824572736
1917	0.7891856186	0.4824163492
1918	0.7895159007	0.4823180113
1919	0.7895159007	0.4822909925
1920	0.7895159007	0.482224434
1921	0.7895159007	0.4821964043
1922	0.7895159007	0.4821463617
1923	0.7894687176	0.4820758326
1924	0.7893743512	0.482034322
1925	0.7898461829	0.4819139242
1926	0.7898461829	0.4818811687
1927	0.789893366	0.4818794283
1928	0.7897046334	0.4818468744
1929	0.7897046334	0.4818319061
1930	0.7900349155	0.4817675042
1931	0.7902708314	0.4816580134
1932	0.7902236482	0.4816157573
1933	0.7902708314	0.4815744268
1934	0.7902236482	0.4815159823
1935	0.790176465	0.4815000787
1936	0.7903651977	0.481456466
1937	0.7906954799	0.4813975413
1938	0.7906954799	0.4813190063
1939	0.7907898462	0.4812677018
1940	0.7909785788	0.4812303232
1941	0.791025762	0.4812187464
1942	0.7910729452	0.4812045033
1943	0.7910729452	0.4811238876
1944	0.7908842125	0.4810526555
1945	0.7909785788	0.4810131459
1946	0.7909785788	0.4809957143
1947	0.791025762	0.4809520399
1948	0.7909785788	0.4808673064
1949	0.7909313957	0.480821612
1950	0.7908370293	0.4808091228
1951	0.7912144947	0.4807572959
1952	0.7911673115	0.4807190703
1953	0.7916863263	0.4806531856
1954	0.7919222421	0.4805446794
1955	0.7917335095	0.4804851146
1956	0.7919694253	0.4804580608
1957	0.791875059	0.4804071927
1958	0.7922525243	0.4803340831
1959	0.7922053411	0.4803210934
1960	0.7923468906	0.4802746729
1961	0.7922525243	0.4802303803
1962	0.7922525243	0.4801806653
1963	0.7925356233	0.4801300674
1964	0.7925356233	0.4800915592
1965	0.7922997075	0.4800504914
1966	0.7921109748	0.4799699282
1967	0.7922997075	0.4799342384
1968	0.7925356233	0.4798645634
1969	0.7923940738	0.4798325865
1970	0.7926299896	0.4797475642
1971	0.7926771728	0.4796949208
1972	0.7927243559	0.4796466869
1973	0.7926299896	0.4796114498
1974	0.7924884401	0.4795163316
1975	0.7925356233	0.4794774924
1976	0.7924884401	0.4794356038
1977	0.7925828065	0.4793436959
1978	0.7925356233	0.4793170348
1979	0.7924884401	0.4792797275
1980	0.7925828065	0.4792076815
1981	0.7925356233	0.4791626481
1982	0.7927715391	0.4791330171
1983	0.7927243559	0.4790902427
1984	0.7927715391	0.4790480491
1985	0.7930546381	0.4789662576
1986	0.7931961876	0.4788927367
1987	0.7933849203	0.4788636907
1988	0.7933849203	0.4788366398
1989	0.7932433708	0.4788088155
1990	0.7931961876	0.4787113178
1991	0.7931490044	0.47860059
1992	0.7931018213	0.4785174755
1993	0.7934321034	0.4784547385
1994	0.7935264698	0.4784113403
1995	0.7936680193	0.4783426155
1996	0.7937152024	0.4782848857
1997	0.7935736529	0.4782319097
1998	0.7937152024	0.478215616
1999	0.7937623856	0.4781617686
